3938	出席	1449
3939	電影	1448
3940	严肃	1448
3941	友谊	1447
3942	这块	1447
3943	贼	1447
3944	表	1447
3945	搜	1447
3946	味	1446
3947	妞	1446
3948	格雷	1446
3949	整個	1446
3950	继承	1446
3951	推荐	1446
3952	几周	1445
3953	社长	1445
3954	琼斯	1445
3955	晚点	1444
3956	奇妙	1444
3957	车祸	1443
3958	計劃	1443
3959	苏珊	1443
3960	顾问	1443
3961	别哭	1442
3962	猭	1441
3963	承担	1441
3964	预备	1439
3965	剛剛	1439
3966	总监	1437
3967	明	1436
3968	一小	1435
3969	吉	1434
3970	我错	1434
3971	杀人犯	1434
3972	看著	1434
3973	相爱	1434
3974	丛林	1433
3975	假期	1433
3976	播放	1433
3977	撑	1433
3978	接吻	1433
3979	讽	1433
3980	数	1433
3981	仅供	1433
3982	月球	1433
3983	厨师	1433
3984	半小时	1433
3985	沿着	1432
3986	收入	1432
3987	得知	1432
3988	冰淇淋	1432
3989	事實	1432
3990	照看	1431
3991	脆弱	1431
3992	数量	1431
3993	沮丧	1430
3994	总算	1430
3995	樣子	1430
3996	意志	1429
3997	亦	1428
3998	一团糟	1427
3999	每周	1426
4000	贝尔	1426
4001	铁	1426
4002	基金	1424
4003	工程	1424
4004	自行车	1422
4005	咱俩	1422
4006	仔	1422
4007	周六	1421
4008	逃离	1421
4009	任	1421
4010	固定	1421
4011	摇滚	1420
4012	書	1420
4013	勒	1419
4014	食品	1419
4015	參加	1418
4016	產	1418
4017	约定	1417
4018	坏蛋	1417
4019	伊拉克	1416
4020	体验	1416
4021	业务	1416
4022	吃晚饭	1415
4023	岩石	1415
4024	武士	1414
4025	征服	1414
4026	身材	1414
4027	查出	1413
4028	啊哈	1412
4029	上司	1412
4030	考虑一下	1412
4031	复活	1412
4032	感冒	1412
4033	之所以	1411
4034	相互	1411
4035	娃娃	1411
4036	怎能	1410
4037	小屋	1410
4038	入口	1410
4039	精灵	1410
4040	般	1409
4041	程	1409
4042	做法	1408
4043	冲动	1408
4044	聚集	1408
4045	遭受	1407
4046	老虎	1405
4047	开个	1405
4048	声明	1404
4049	人去	1404
4050	赌场	1404
4051	图	1404
4052	荒唐	1404
4053	奶油	1403
4054	政策	1402
4055	林肯	1402
4056	值	1402
4057	残酷	1401
4058	职位	1401
4059	注	1400
4060	包裹	1399
4061	科技	1399
4062	坟墓	1399
4063	基督	1399
4064	處理	1399
4065	气氛	1398
4066	夸张	1398
4067	搞清楚	1398
4068	这笔	1398
4069	出手	1398
4070	计算	1398
4071	好久不见	1398
4072	迷失	1397
4073	老二	1397
4074	吓人	1397
4075	开放	1397
4076	有名	1396
4077	患者	1396
4078	被迫	1395
4079	性格	1394
4080	更大	1394
4081	秀	1393
4082	民主	1393
4083	崇拜	1391
4084	全体	1391
4085	毫无疑问	1391
4086	或許	1391
4087	说起	1390
4088	呗	1390
4089	一百	1389
4090	巧合	1388
4091	闹	1388
4092	会儿	1388
4093	使得	1388
4094	小小	1387
4095	阿里	1386
4096	圣诞老人	1386
4097	西方	1385
4098	草	1385
4099	遇上	1384
4100	亲吻	1384
4101	一晚	1384
4102	除掉	1384
4103	平民	1383
4104	蟺	1382
4105	一艘	1382
4106	日记	1382
4107	纹身	1382
4108	加速	1381
4109	西装	1381
4110	这来	1381
4111	直	1380
4112	玡	1380
4113	沉默	1379
4114	会面	1379
4115	小队	1378
4116	告知	1378
4117	大道	1378
4118	原來	1378
4119	此刻	1377
4120	祷告	1377
4121	太迟	1377
4122	身體	1375
4123	亲密	1374
4124	白宫	1373
4125	迹象	1373
4126	永遠	1373
4127	会来	1372
4128	摔	1372
4129	获取	1372
4130	位子	1371
4131	真理	1371
4132	赶走	1371
4133	整整	1371
4134	竒	1370
4135	首相	1370
4136	辩护	1370
4137	标记	1370
4138	街头	1370
4139	写信	1369
4140	等候	1369
4141	祖母	1368
4142	导师	1368
4143	美的	1368
4144	国会	1368
4145	桌上	1366
4146	才刚	1366
4147	沃尔特	1366
4148	蓝	1365
4149	小事	1365
4150	亲手	1364
4151	原则	1364
4152	位于	1363
4153	听过	1362
4154	南	1362
4155	少年	1362
4156	博物馆	1362
4157	學校	1362
4158	发挥	1362
4159	策略	1361
4160	玛利亚	1361
4161	不爽	1361
4162	第五	1360
4163	哪些	1360
4164	不明	1359
4165	祖父	1359
4166	燃料	1358
4167	价钱	1358
4168	口气	1357
4169	迟	1357
4170	珠宝	1356
4171	无论是	1356
4172	解放	1354
4173	好听	1354
4174	今天下午	1354
4175	尽头	1354
4176	皇家	1353
4177	场景	1353
4178	来不及	1353
4179	金子	1352
4180	米勒	1352
4181	纸	1352
4182	感谢上帝	1352
4183	鲍比	1352
4184	现代	1351
4185	兵	1351
4186	家乡	1351
4187	乔伊	1350
4188	移民	1349
4189	好几个	1349
4190	起码	1348
4191	小時	1348
4192	狗娘养	1347
4193	数学	1347
4194	猎物	1347
4195	全力	1346
4196	贵	1346
4197	来得	1345
4198	出名	1345
4199	锁定	1345
4200	火星	1345
4201	作证	1345
4202	本该	1344
4203	依靠	1344
4204	仆人	1343
4205	这么晚	1343
4206	望	1343
4207	我先	1342
4208	机密	1341
4209	总有	1341
4210	亲戚	1341
4211	疼痛	1341
4212	非得	1340
4213	大伙	1340
4214	带回	1340
4215	丢脸	1339
4216	缺乏	1338
4217	牛排	1337
4218	级	1337
4219	苏格兰	1337
4220	女神	1337
4221	國家	1336
4222	法案	1336
4223	喝茶	1336
4224	亚瑟	1335
4225	蕾	1335
4226	咱們	1334
4227	载	1334
4228	物质	1333
4229	优势	1333
4230	吉他	1333
4231	服装	1331
4232	难怪	1331
4233	从此	1331
4234	星期五	1331
4235	聲音	1331
4236	哪有	1330
4237	留着	1330
4238	打过	1329
4239	遥远	1328
4240	听不懂	1328
4241	好象	1327
4242	力	1327
4243	吓死	1327
4244	石油	1326
4245	坏消息	1326
4246	诞生	1325
4247	再也不会	1325
4248	那小子	1325
4249	黄	1324
4250	剪	1324
4251	粉丝	1323
4252	蜘蛛	1323
4253	沒人	1323
4254	海边	1323
4255	纪念	1322
4256	真有	1322
4257	广播	1322
4258	英格兰	1321
4259	平衡	1321
4260	仿佛	1320
4261	波士顿	1320
4262	圣诞快乐	1320
4263	头儿	1320
4264	详细	1319
4265	戴夫	1318
4266	无意	1317
4267	查克	1317
4268	手術	1317
4269	安德鲁	1317
4270	本地	1316
4271	做饭	1316
4272	费用	1316
4273	不许动	1313
4274	酱	1313
4275	凯尔	1313
4276	上场	1312
4277	心意	1312
4278	情形	1312
4279	姐	1311
4280	胡说八道	1311
4281	纳	1311
4282	手表	1310
4283	赞成	1310
4284	光明	1310
4285	组成	1310
4286	倒下	1309
4287	欢迎光临	1308
4288	谋	1308
4289	设置	1307
4290	周五	1307
4291	芙	1306
4292	下场	1306
4293	形容	1305
4294	等于	1305
4295	停车场	1305
4296	钓鱼	1305
4297	过夜	1304
4298	抬起	1304
4299	较	1304
4300	模仿	1303
4301	他會	1303
4302	保證	1303
4303	室友	1302
4304	地震	1302
4305	信念	1301
4306	竟	1300
4307	带领	1300
4308	保守	1299
4309	股票	1299
4310	上路	1299
4311	阴谋	1298
4312	立场	1298
4313	王国	1298
4314	顶	1297
4315	嘿嘿	1296
4316	仁慈	1296
4317	待会儿	1296
4318	换个	1295
4319	贝丝	1294
4320	没事儿	1294
4321	探索	1294
4322	毛巾	1293
4323	处女	1293
4324	吸毒	1292
4325	直觉	1292
4326	相似	1292
4327	回复	1292
4328	看見	1291
4329	及时	1291
4330	现象	1291
4331	通道	1291
4332	解決	1290
4333	宰	1290
4334	嫌疑人	1290
4335	鼓励	1290
4336	杠	1290
4337	舒适	1289
4338	很久没	1289
4339	激烈	1289
4340	星期六	1289
4341	砆	1289
4342	师	1288
4343	贷款	1288
4344	建	1288
4345	船员	1287
4346	炸药	1287
4347	能行	1287
4348	企图	1287
4349	查查	1287
4350	竞争	1287
4351	簡單	1286
4352	相	1285
4353	香烟	1285
4354	香	1285
4355	钢琴	1285
4356	守卫	1284
4357	一大	1284
4358	我花	1284
4359	成交	1283
4360	高手	1283
4361	糟透了	1283
4362	蒂娜	1283
4363	多亏	1282
4364	達	1282
4365	西亚	1281
4366	幻觉	1281
4367	原来如此	1281
4368	破产	1281
4369	戴维	1280
4370	通過	1280
4371	指令	1280
4372	脾气	1279
4373	胡子	1279
4374	不关	1279
4375	劝	1279
4376	两种	1279
4377	相遇	1278
4378	吵醒	1278
4379	追捕	1277
4380	救援	1277
4381	搬家	1277
4382	轻	1277
4383	朱	1276
4384	妨碍	1276
4385	码	1276
4386	检查一下	1276
4387	账户	1276
4388	普通人	1275
4389	大夫	1275
4390	小妞	1275
4391	考慮	1274
4392	永恒	1274
4393	练	1274
4394	以色列	1274
4395	订婚	1274
4396	多人	1273
4397	闆	1273
4398	幸存者	1273
4399	嫁	1273
4400	拼命	1271
4401	预约	1270
4402	蟻	1270
4403	每晚	1269
4404	凯西	1269
4405	举	1268
4406	我点	1268
4407	接手	1268
4408	爱德华	1268
4409	临时	1268
4410	合伙人	1268
4411	物品	1267
4412	澡	1267
4413	大陆	1266
4414	讽刺	1265
4415	饿死	1265
4416	搬走	1264
4417	方案	1263
4418	王后	1261
4419	麦克斯	1261
4420	老天爷	1261
4421	摩根	1261
4422	亿	1261
4423	上楼	1261
4424	调	1260
4425	主动	1260
4426	主教	1259
4427	不得了	1258
4428	英俊	1258
4429	怪异	1258
4430	国	1258
4431	美金	1258
4432	皆	1258
4433	球队	1258
4434	守护	1258
4435	西部	1257
4436	閉嘴	1256
4437	演唱	1256
4438	杰森	1256
4439	真不知道	1255
4440	显得	1255
4441	公正	1255
4442	獺	1255
4443	人性	1255
4444	伊丽莎白	1254
4445	戴上	1253
4446	很糟	1253
4447	点子	1252
4448	逐渐	1252
4449	买卖	1251
4450	呼	1251
4451	爱尔兰	1251
4452	格林	1251
4453	干扰	1251
4454	找回	1251
4455	钉	1250
4456	不说	1250
4457	此外	1250
4458	路易	1250
4459	得不到	1249
4460	一番	1249
4461	陷害	1248
4462	别跟我	1248
4463	差劲	1248
4464	运作	1247
4465	贝	1247
4466	内衣	1247
4467	听懂	1246
4468	兹	1246
4469	自愿	1246
4470	喝咖啡	1245
4471	笔	1244
4472	领域	1244
4473	瞬间	1243
4474	过分	1243
4475	大型	1242
4476	笑容	1241
4477	偶然	1241
4478	老爹	1241
4479	好些	1241
4480	未知	1241
4481	咒语	1240
4482	保住	1240
4483	考验	1240
4484	希尔	1240
4485	拆	1240
4486	根	1240
4487	证词	1239
4488	座	1239
4489	吩咐	1239
4490	越南	1239
4491	性爱	1239
4492	发送	1239
4493	随意	1239
4494	招呼	1238
4495	怀念	1238
4496	登记	1237
4497	开着	1237
4498	称之为	1236
4499	水果	1236
4500	丰富	1236
4501	卧底	1236
4502	边缘	1236
4503	奥斯卡	1235
4504	照顧	1235
4505	史蒂芬	1235
4506	解釋	1235
4507	上海	1234
4508	开发	1233
4509	设法	1232
4510	做不了	1232
4511	巴西	1231
4512	签字	1231
4513	明智	1231
4514	海上	1231
4515	哎哟	1231
4516	早已	1230
4517	质疑	1230
4518	官方	1230
4519	评论	1229
4520	感	1229
4521	症状	1229
4522	减少	1229
4523	直播	1228
4524	军	1228
4525	杯酒	1227
4526	响	1227
4527	沟通	1226
4528	昏迷	1226
4529	你老	1225
4530	受害人	1225
4531	电台	1224
4532	韦恩	1224
4533	动力	1224
4534	购买	1224
4535	付出代价	1223
4536	那一刻	1223
4537	防止	1223
4538	嘴唇	1222
4539	双胞胎	1222
4540	课程	1221
4541	狗狗	1221
4542	种族	1220
4543	解释一下	1220
4544	连续	1220
4545	清白	1219
4546	招待	1219
4547	列车	1219
4548	全面	1219
4549	瘦	1219
4550	淹死	1219
4551	捅	1219
4552	条子	1219
4553	占领	1218
4554	大使	1218
4555	抹	1218
4556	戰爭	1217
4557	帮个	1217
4558	蜡烛	1217
4559	精神病	1217
4560	帐篷	1217
4561	首席	1217
4562	郡	1216
4563	兰	1216
4564	宠物	1215
4565	按钮	1215
4566	财富	1215
4567	多长时间	1215
4568	扎	1215
4569	无人	1215
4570	高潮	1214
4571	棺材	1214
4572	留意	1214
4573	出路	1214
4574	租	1214
4575	玉米	1214
4576	发布	1214
4577	上天	1213
4578	安心	1213
4579	工程师	1213
4580	西班牙语	1211
4581	作业	1211
4582	黄色	1211
4583	经纪人	1211
4584	罪恶	1210
4585	人口	1210
4586	野蛮	1210
4587	灯光	1210
4588	地说	1209
4589	专心	1209
4590	过世	1208
4591	保险箱	1208
4592	目前为止	1208
4593	先进	1208
4594	见证	1208
4595	组合	1208
4596	当做	1208
4597	能夠	1208
4598	弄清楚	1207
4599	蟼	1207
4600	佛	1207
4601	人手	1206
4602	合约	1205
4603	严格	1205
4604	賸	1205
4605	杜	1204
4606	甚麼	1204
4607	金属	1204
4608	過	1203
4609	总得	1203
4610	障碍	1203
4611	打工	1202
4612	眼泪	1202
4613	人士	1202
4614	大胆	1201
4615	销售	1201
4616	脱离	1201
4617	羊	1200
4618	一模一样	1200
4619	他家	1200
4620	温度	1200
4621	天下	1200
4622	出售	1199
4623	走过	1199
4624	外婆	1199
4625	帮帮	1199
4626	强尼	1198
4627	星期天	1198
4628	卡住	1198
4629	独特	1198
4630	涉及	1198
4631	心脏病	1198
4632	一行	1197
4633	工作室	1197
4634	别吵	1197
4635	影像	1197
4636	剧院	1196
4637	补偿	1196
4638	金发	1195
4639	字母	1195
4640	着火	1195
4641	开启	1195
4642	基础	1194
4643	我查	1194
4644	试验	1194
4645	亲人	1194
4646	来电	1193
4647	挣扎	1193
4648	一无所知	1193
4649	细胞	1193
4650	二十	1192
4651	服从	1192
4652	维多利亚	1191
4653	进一步	1191
4654	来临	1191
4655	边境	1191
4656	检测	1190
4657	太小	1189
4658	排	1189
4659	德州	1189
4660	抗议	1189
4661	运动员	1188
4662	漫长	1187
4663	双方	1187
4664	進	1187
4665	名义	1187
4666	娱乐	1186
4667	乡村	1186
4668	厲害	1185
4669	面试	1184
4670	看电视	1184
4671	到此为止	1184
4672	需求	1184
4673	居住	1183
4674	不見	1183
4675	摩托车	1183
4676	分别	1183
4677	预测	1183
4678	便是	1182
4679	沙滩	1182
4680	商人	1182
4681	图片	1182
4682	典型	1181
4683	那辆	1181
4684	确切	1181
4685	小岛	1180
4686	拼	1179
4687	瓶子	1178
4688	得出	1178
4689	欢乐	1178
4690	别看	1178
4691	那才	1177
4692	宣传	1177
4693	等会儿	1177
4694	眖	1176
4695	凯瑟琳	1176
4696	两名	1175
4697	亮	1175
4698	封	1175
4699	感谢您	1174
4700	频道	1173
4701	前途	1173
4702	逮到	1173
4703	结合	1173
4704	偶像	1173
4705	暂停	1173
4706	尽情	1173
4707	请别	1173
4708	这时候	1172
4709	苏	1172
4710	呵	1172
4711	羞辱	1172
4712	瓦	1172
4713	吃点	1171
4714	亚历克斯	1171
4715	准时	1171
4716	旁	1170
4717	一大堆	1170
4718	火焰	1169
4719	谈到	1168
4720	代理	1168
4721	姿势	1168
4722	这群	1168
4723	屠杀	1167
4724	千	1167
4725	流氓	1167
4726	人類	1167
4727	雷蒙德	1167
4728	絕對	1167
4729	怪胎	1166
4730	引爆	1166
4731	农民	1166
4732	困惑	1166
4733	其余	1165
4734	买下	1165
4735	外表	1165
4736	嗑	1165
4737	花钱	1165
4738	丢掉	1165
4739	首次	1165
4740	不远	1165
4741	躲起来	1165
4742	安全带	1164
4743	处境	1164
4744	故障	1164
4745	烫	1164
4746	收下	1163
4747	舅舅	1163
4748	星期一	1162
4749	你會	1162
4750	混球	1162
4751	停手	1162
4752	瑞斯	1162
4753	传奇	1162
4754	登	1161
4755	骚扰	1160
4756	伸出	1160
4757	做成	1160
4758	见识	1160
4759	通往	1160
4760	贝拉	1160
4761	严禁	1159
4762	每人	1159
4763	犯下	1158
4764	在我看来	1158
4765	黃	1158
4766	发作	1158
4767	饶	1158
4768	見過	1158
4769	迎接	1158
4770	小鸟	1158
4771	代码	1158
4772	目的地	1157
4773	资源	1157
4774	召唤	1157
4775	样本	1156
4776	判决	1156
4777	沙拉	1156
4778	功能	1156
4779	诱惑	1156
4780	忍不住	1156
4781	脑子里	1156
4782	商业用途	1155
4783	怪人	1155
4784	流	1154
4785	瓶	1154
4786	几句	1154
4787	玩吧	1154
4788	无能为力	1154
4789	清	1154
4790	斗争	1154
4791	事先	1154
4792	着想	1154
4793	乱来	1153
4794	久等	1152
4795	办不到	1152
4796	弥补	1152
4797	調查	1152
4798	之上	1152
4799	萨	1151
4800	這位	1151
4801	乃	1151
4802	隔	1151
4803	鲸鱼	1151
4804	这方面	1151
4805	没收	1151
4806	饼	1150
4807	指导	1150
4808	苦	1150
4809	那样的话	1149
4810	那人	1149
4811	脏	1149
4812	听话	1148
4813	街区	1148
4814	媽	1148
4815	大象	1147
4816	停留	1147
4817	利亚	1147
4818	罚款	1147
4819	家长	1146
4820	双	1146
4821	號	1146
4822	還沒	1145
4823	追查	1145
4824	观看	1145
4825	出局	1145
4826	撤离	1145
4827	蠅	1145
4828	摄影机	1145
4829	試試	1145
4830	蠀	1144
4831	口音	1143
4832	第一季	1143
4833	住口	1143
4834	這里	1142
4835	全家	1142
4836	半夜	1142
4837	难得	1141
4838	献给	1141
4839	取决于	1141
4840	一命	1141
4841	理查	1140
4842	击败	1140
4843	可卡因	1140
4844	海里	1140
4845	领先	1139
4846	叫醒	1138
4847	邦德	1138
4848	之間	1138
4849	何必	1137
4850	哈啰	1136
4851	办事	1136
4852	傷害	1135
4853	寻常	1135
4854	机械	1135
4855	夏威夷	1135
4856	敲门	1134
4857	接收	1134
4858	省	1134
4859	别提	1134
4860	电池	1133
4861	录音	1133
4862	帕	1133
4863	夥計	1133
4864	就够	1132
4865	恶梦	1132
4866	住在一起	1132
4867	大地	1132
4868	宴会	1132
4869	大多	1132
4870	仿宋	1132
4871	货车	1131
4872	别怕	1131
4873	引发	1131
4874	修复	1130
4875	作者	1130
4876	虫	1130
4877	提要	1130
4878	十字架	1130
4879	难看	1130
4880	福尔摩斯	1129
4881	头部	1129
4882	劳拉	1129
4883	眼里	1129
4884	象征	1129
4885	牠	1129
4886	俄国人	1128
4887	谨慎	1128
4888	珍惜	1127
4889	勇士	1127
4890	睡覺	1127
4891	蜂蜜	1127
4892	删除	1126
4893	抛	1125
4894	发型	1125
4895	周日	1124
4896	辆	1124
4897	婆婆	1124
4898	氧气	1124
4899	南部	1123
4900	吃药	1123
4901	轮	1123
4902	项链	1123
4903	聯	1123
4904	弄错	1122
4905	初	1122
4906	消除	1121
4907	放屁	1120
4908	概念	1120
4909	交通	1120
4910	瑞士	1120
4911	三個	1120
4912	汽油	1120
4913	诊所	1120
4914	土豆	1120
4915	祖先	1119
4916	童年	1119
4917	无数	1118
4918	双眼	1118
4919	下载	1118
4920	歌唱	1118
4921	確實	1117
4922	东	1117
4923	一点儿	1117
4924	越过	1117
4925	力气	1117
4926	声称	1117
4927	隨便	1116
4928	马车	1116
4929	瑞德	1116
4930	这回	1115
4931	搞不懂	1115
4932	房租	1115
4933	有点像	1115
4934	通	1115
4935	这套	1114
4936	波兰	1114
4937	仅此而已	1114
4938	家园	1111
4939	作為	1111
4940	暗杀	1110
4941	纪录	1110
4942	试过	1110
4943	降临	1110
4944	人渣	1109
4945	主持	1109
4946	人数	1109
4947	阴影	1109
4948	防御	1108
4949	滚蛋	1107
4950	巴克	1106
4951	一下子	1106
4952	死人	1106
4953	贵族	1106
4954	接下	1106
4955	枪杀	1106
4956	仇恨	1106
4957	评估	1105
4958	離	1105
4959	迪恩	1104
4960	沙	1104
4961	掌声	1104
